date,NDWI_Week1,NDWI_Week2,NDWI_Week3,Flood_Level
2024-04-16,-1.0,-0.8399886887508272,-0.3416200321669297,1
2024-04-17,-0.9981592803278918,-0.9843259544374529,0.0993038269176739,1
2024-04-18,-0.7035812313459978,-0.9783198345409618,-0.7606883423172605,2
2024-04-19,-0.7631615783209107,-1.0,-0.8399886887508272,2
2024-04-20,0.0781125524939486,-0.9981592803278918,-0.9843259544374529,2
2024-04-21,0.5891983842559677,-0.7035812313459978,-0.9783198345409618,2
